Stunden,Wolbecker Straße (gesamt),FR stadteinwärts,FR stadtauswärts,Temperatur (°C),Windstärke (km/h),Wetter
11/12/2016 23:00,181,89,92,1,7,Klarer Himmel
11/13/2016 0:00,198,94,104,1,7,Klarer Himmel
11/13/2016 1:00,180,84,96,1,7,Klarer Himmel
11/13/2016 2:00,114,63,51,1,7,Klarer Himmel
11/13/2016 3:00,109,68,41,1,7,Klarer Himmel
11/13/2016 4:00,73,49,24,1,7,Klarer Himmel
11/13/2016 5:00,37,24,13,1,11,Klarer Himmel
11/13/2016 6:00,40,23,17,1,9,Klarer Himmel
11/13/2016 7:00,43,17,26,1,11,Klarer Himmel
11/13/2016 8:00,69,29,40,1,7,Klarer Himmel
11/13/2016 9:00,150,81,69,1,9,Klarer Himmel
11/13/2016 10:00,215,128,87,2,9,Klarer Himmel
11/13/2016 11:00,215,115,100,3,11,Klarer Himmel
11/13/2016 12:00,254,140,114,3,7,Klarer Himmel
11/13/2016 13:00,295,167,128,4,7,Klarer Himmel
11/13/2016 14:00,343,167,176,4,6,Klarer Himmel
11/13/2016 15:00,368,229,139,3,6,Klarer Himmel
11/13/2016 16:00,344,191,153,2,6,Klarer Himmel
11/13/2016 17:00,332,185,147,1,6,Klarer Himmel
11/13/2016 18:00,271,148,123,1,6,Klarer Himmel
11/13/2016 19:00,297,143,154,0,4,Klarer Himmel
11/13/2016 20:00,216,136,80,-1,4,Klarer Himmel
11/13/2016 21:00,150,94,56,0,6,Klarer Himmel
11/13/2016 22:00,152,86,66,-1,4,Klarer Himmel
11/13/2016 23:00,90,53,37,-2,4,Klarer Himmel
11/14/2016 0:00,32,21,11,-2,6,Klarer Himmel
11/14/2016 1:00,16,9,7,-2,2,Klarer Himmel
11/14/2016 2:00,7,4,3,-2,2,Klarer Himmel
11/14/2016 3:00,1,0,1,-2,4,Klarer Himmel
11/14/2016 4:00,8,2,6,-3,4,Klarer Himmel
11/14/2016 5:00,80,32,48,-3,4,Klarer Himmel
11/14/2016 6:00,313,126,187,-3,6,Klarer Himmel
11/14/2016 7:00,972,635,337,-3,7,Klarer Himmel
11/14/2016 8:00,872,596,276,-2,6,Klarer Himmel
11/14/2016 9:00,682,495,187,0,11,Klarer Himmel
11/14/2016 10:00,555,373,182,2,9,Klarer Himmel
11/14/2016 11:00,539,313,226,3,11,Klarer Himmel
11/14/2016 12:00,666,337,329,4,15,Klarer Himmel
11/14/2016 13:00,691,363,328,4,13,Klarer Himmel
11/14/2016 14:00,690,359,331,4,11,Klarer Himmel
11/14/2016 15:00,829,375,454,4,6,Klarer Himmel
11/14/2016 16:00,1000,439,561,4,6,Klarer Himmel
11/14/2016 17:00,1117,535,582,4,7,wolkig
11/14/2016 18:00,860,352,508,3,6,Regen
11/14/2016 19:00,665,278,387,4,11,Regen
11/14/2016 20:00,414,186,228,4,15,Regen
11/14/2016 21:00,292,152,140,4,17,Regen
11/14/2016 22:00,227,105,122,3,17,wolkig
11/14/2016 23:00,104,50,54,3,15,Regen
11/15/2016 0:00,61,36,25,3,13,Regen
11/15/2016 1:00,14,7,7,3,11,Regen
11/15/2016 2:00,7,5,2,3,11,Regen
11/15/2016 3:00,3,1,2,3,11,Regen
11/15/2016 4:00,12,6,6,4,11,Regen
11/15/2016 5:00,82,38,44,5,11,Regen
11/15/2016 6:00,284,109,175,5,11,Regen
11/15/2016 7:00,903,614,289,6,13,Regen
11/15/2016 8:00,800,561,239,6,13,Regen
11/15/2016 9:00,588,433,155,6,15,Regen
11/15/2016 10:00,419,253,166,7,13,Regen
11/15/2016 11:00,437,256,181,7,15,Regen
11/15/2016 12:00,516,257,259,8,17,Regen
11/15/2016 13:00,558,265,293,8,15,Regen
11/15/2016 14:00,587,293,294,9,15,Regen
11/15/2016 15:00,711,342,369,9,13,Regen
11/15/2016 16:00,843,342,501,9,15,wolkig
11/15/2016 17:00,908,405,503,10,15,Regen
11/15/2016 18:00,822,324,498,,,
11/15/2016 19:00,614,252,362,10,11,Regen
11/15/2016 20:00,444,201,243,10,11,Regen
11/15/2016 21:00,310,149,161,10,11,Regen
11/15/2016 22:00,268,152,116,10,9,Regen
11/15/2016 23:00,131,62,69,10,9,wolkig
11/16/2016 0:00,66,32,34,10,6,Regen
11/16/2016 1:00,31,14,17,10,6,wolkig
11/16/2016 2:00,13,8,5,10,7,wolkig
11/16/2016 3:00,8,5,3,10,7,Nebel
11/16/2016 4:00,10,4,6,10,7,Nebel
11/16/2016 5:00,88,34,54,10,7,Regen
11/16/2016 6:00,340,136,204,10,11,Regen
11/16/2016 7:00,898,603,295,10,13,Regen
11/16/2016 8:00,838,569,269,11,15,Regen
11/16/2016 9:00,564,400,164,12,17,Regen
11/16/2016 10:00,463,292,171,13,19,wolkig
11/16/2016 11:00,468,289,179,13,20,Regen
11/16/2016 12:00,598,303,295,13,19,Regen
11/16/2016 13:00,676,334,342,13,20,wolkig
11/16/2016 14:00,650,302,348,13,24,wolkig
11/16/2016 15:00,753,335,418,13,24,wolkig
11/16/2016 16:00,854,344,510,12,17,wolkig
11/16/2016 17:00,931,432,499,12,17,wolkig
11/16/2016 18:00,895,370,525,12,15,wolkig
11/16/2016 19:00,657,260,397,12,24,wolkig
11/16/2016 20:00,420,187,233,11,19,wolkig
11/16/2016 21:00,334,150,184,11,20,teilweise bewölkt
11/16/2016 22:00,267,123,144,11,17,teilweise bewölkt
11/16/2016 23:00,182,91,91,11,20,wolkig
11/17/2016 0:00,141,47,94,11,24,Regen
11/17/2016 1:00,73,20,53,10,20,wolkig
11/17/2016 2:00,43,29,14,9,11,wolkig
11/17/2016 3:00,45,34,11,9,11,Regen
11/17/2016 4:00,49,45,4,9,9,Regen
11/17/2016 5:00,78,47,31,8,6,Regen
11/17/2016 6:00,267,94,173,8,6,Regen
11/17/2016 7:00,842,574,268,8,6,wolkig
11/17/2016 8:00,795,545,250,8,13,Regen
11/17/2016 9:00,647,473,174,9,15,wolkig
11/17/2016 10:00,504,321,183,9,17,wolkig
11/17/2016 11:00,552,337,215,10,22,wolkig
11/17/2016 12:00,692,356,336,11,20,wolkig
11/17/2016 13:00,732,361,371,11,24,wolkig
11/17/2016 14:00,666,305,361,10,22,wolkig
11/17/2016 15:00,763,328,435,10,17,teilweise bewölkt
11/17/2016 16:00,882,363,519,9,20,wolkig
11/17/2016 17:00,931,421,510,9,19,wolkig
11/17/2016 18:00,853,376,477,11,26,Regen
11/17/2016 19:00,600,261,339,10,28,Regen
11/17/2016 20:00,402,172,230,10,24,Regen
11/17/2016 21:00,307,147,160,11,20,wolkig
11/17/2016 22:00,260,127,133,12,22,wolkig
11/17/2016 23:00,184,85,99,11,22,wolkig
11/18/2016 0:00,68,39,29,11,19,Regen
11/18/2016 1:00,50,27,23,8,24,Regen
11/18/2016 2:00,26,16,10,8,7,Regen
11/18/2016 3:00,24,20,4,7,9,Regen
11/18/2016 4:00,13,9,4,7,4,Regen
11/18/2016 5:00,59,27,32,6,19,Regen
11/18/2016 6:00,260,102,158,6,13,teilweise bewölkt
11/18/2016 7:00,800,538,262,5,17,wolkig
11/18/2016 8:00,691,462,229,5,15,teilweise bewölkt
11/18/2016 9:00,647,449,198,6,19,teilweise bewölkt
11/18/2016 10:00,556,354,202,8,20,wolkig
11/18/2016 11:00,586,320,266,9,22,wolkig
11/18/2016 12:00,714,331,383,8,22,teilweise bewölkt
11/18/2016 13:00,877,410,467,9,28,teilweise bewölkt
11/18/2016 14:00,837,391,446,9,26,teilweise bewölkt
11/18/2016 15:00,836,377,459,8,28,teilweise bewölkt
11/18/2016 16:00,755,335,420,7,20,teilweise bewölkt
11/18/2016 17:00,750,325,425,6,11,Klarer Himmel
11/18/2016 18:00,723,301,422,6,9,Regen
11/18/2016 19:00,590,244,346,5,19,teilweise bewölkt
11/18/2016 20:00,372,169,203,6,30,wolkig
11/18/2016 21:00,291,172,119,6,19,wolkig
11/18/2016 22:00,245,132,113,6,17,wolkig
11/18/2016 23:00,227,123,104,5,9,teilweise bewölkt
11/19/2016 0:00,167,93,74,6,9,wolkig
11/19/2016 1:00,169,77,92,4,9,teilweise bewölkt
11/19/2016 2:00,119,58,61,4,13,teilweise bewölkt
11/19/2016 3:00,71,34,37,4,13,teilweise bewölkt
11/19/2016 4:00,65,38,27,4,11,teilweise bewölkt
11/19/2016 5:00,60,37,23,4,11,teilweise bewölkt
11/19/2016 6:00,51,28,23,5,15,wolkig
11/19/2016 7:00,123,80,43,5,15,wolkig
11/19/2016 8:00,245,130,115,6,7,wolkig
11/19/2016 9:00,430,293,137,6,13,wolkig
11/19/2016 10:00,505,328,177,7,15,Regen
11/19/2016 11:00,540,330,210,6,17,Regen
11/19/2016 12:00,601,323,278,7,19,teilweise bewölkt
11/19/2016 13:00,620,314,306,7,22,teilweise bewölkt
11/19/2016 14:00,642,307,335,7,26,teilweise bewölkt
11/19/2016 15:00,598,246,352,7,17,teilweise bewölkt
11/19/2016 16:00,524,235,289,6,11,
11/19/2016 17:00,549,230,319,6,11,Klarer Himmel
11/19/2016 18:00,487,208,279,5,7,Klarer Himmel
11/19/2016 19:00,391,188,203,5,11,Klarer Himmel
11/19/2016 20:00,354,157,197,5,9,teilweise bewölkt
11/19/2016 21:00,220,121,99,4,9,teilweise bewölkt
11/19/2016 22:00,211,118,93,5,11,wolkig
11/19/2016 23:00,214,111,103,5,13,wolkig
11/20/2016 0:00,201,74,127,5,15,Klarer Himmel
11/20/2016 1:00,178,90,88,4,11,Klarer Himmel
11/20/2016 2:00,102,56,46,4,13,Klarer Himmel
11/20/2016 3:00,114,71,43,5,11,Klarer Himmel
11/20/2016 4:00,71,45,26,5,13,Klarer Himmel
11/20/2016 5:00,51,32,19,5,13,Klarer Himmel
11/20/2016 6:00,44,30,14,5,17,Klarer Himmel
11/20/2016 7:00,45,18,27,6,22,Klarer Himmel
11/20/2016 8:00,80,42,38,7,24,wolkig
11/20/2016 9:00,106,62,44,7,22,Regen
11/20/2016 10:00,125,67,58,7,17,wolkig
11/20/2016 11:00,172,94,78,10,30,teilweise bewölkt
11/20/2016 12:00,171,96,75,11,30,wolkig
11/20/2016 13:00,280,146,134,13,32,wolkig
11/20/2016 14:00,259,144,115,14,35,Klarer Himmel
11/20/2016 15:00,318,167,151,14,30,Klarer Himmel
11/20/2016 16:00,302,164,138,14,35,Klarer Himmel
11/20/2016 17:00,288,170,118,14,28,wolkig
11/20/2016 18:00,291,148,143,12,26,wolkig
11/20/2016 19:00,287,157,130,12,26,teilweise bewölkt
11/20/2016 20:00,171,104,67,12,19,wolkig
11/20/2016 21:00,158,99,59,11,7,teilweise bewölkt
11/20/2016 22:00,138,88,50,12,11,wolkig
11/20/2016 23:00,89,59,30,11,13,Regen
11/21/2016 0:00,30,20,10,10,6,Regen
11/21/2016 1:00,5,3,2,10,6,teilweise bewölkt
11/21/2016 2:00,7,2,5,10,7,wolkig
11/21/2016 3:00,3,1,2,10,11,wolkig
11/21/2016 4:00,11,4,7,10,11,wolkig
11/21/2016 5:00,81,37,44,11,11,Regen
11/21/2016 6:00,312,131,181,12,11,wolkig
11/21/2016 7:00,937,628,309,12,11,wolkig
11/21/2016 8:00,804,528,276,12,13,Regen
11/21/2016 9:00,665,484,181,13,17,Regen
11/21/2016 10:00,481,306,175,12,13,Regen
11/21/2016 11:00,460,268,192,13,20,Regen
11/21/2016 12:00,553,269,284,12,9,Regen
11/21/2016 13:00,629,303,326,12,6,Regen
11/21/2016 14:00,607,328,279,13,11,Regen
11/21/2016 15:00,791,384,407,13,9,Regen
11/21/2016 16:00,911,422,489,13,11,wolkig
11/21/2016 17:00,1108,548,560,13,11,Klarer Himmel
11/21/2016 18:00,909,404,505,12,7,Klarer Himmel
11/21/2016 19:00,763,303,460,12,9,Klarer Himmel
11/21/2016 20:00,476,186,290,12,7,wolkig
11/21/2016 21:00,278,142,136,13,7,wolkig
11/21/2016 22:00,286,164,122,13,11,wolkig
11/21/2016 23:00,139,64,75,14,22,Klarer Himmel
11/22/2016 0:00,52,23,29,14,20,Klarer Himmel
11/22/2016 1:00,22,14,8,14,22,Klarer Himmel
11/22/2016 2:00,6,2,4,13,17,Klarer Himmel
11/22/2016 3:00,6,4,2,13,22,Klarer Himmel
11/22/2016 4:00,12,3,9,13,15,Klarer Himmel
11/22/2016 5:00,83,42,41,12,13,Klarer Himmel
11/22/2016 6:00,339,140,199,11,9,Klarer Himmel
11/22/2016 7:00,1017,675,342,10,9,Klarer Himmel
11/22/2016 8:00,930,643,287,11,9,Klarer Himmel
11/22/2016 9:00,741,543,198,12,9,Klarer Himmel
11/22/2016 10:00,562,344,218,12,11,Klarer Himmel
11/22/2016 11:00,605,374,231,13,11,Klarer Himmel
11/22/2016 12:00,723,347,376,14,13,Klarer Himmel
11/22/2016 13:00,753,357,396,14,13,Klarer Himmel
11/22/2016 14:00,787,339,448,13,11,Klarer Himmel
11/22/2016 15:00,945,450,495,12,7,Klarer Himmel
11/22/2016 16:00,1018,492,526,12,7,Klarer Himmel
11/22/2016 17:00,1152,551,601,11,6,Klarer Himmel
11/22/2016 18:00,1004,429,575,11,6,Klarer Himmel
11/22/2016 19:00,836,349,487,11,4,Regen
11/22/2016 20:00,550,218,332,10,4,Regen
11/22/2016 21:00,302,139,163,9,7,Regen
11/22/2016 22:00,334,172,162,9,7,Klarer Himmel
11/22/2016 23:00,190,119,71,9,4,wolkig
11/23/2016 0:00,75,38,37,9,2,wolkig
11/23/2016 1:00,32,6,26,8,2,
11/23/2016 2:00,33,9,24,9,2,wolkig
11/23/2016 3:00,14,5,9,9,0,wolkig
11/23/2016 4:00,25,7,18,8,2,wolkig
11/23/2016 5:00,72,35,37,9,0,wolkig
11/23/2016 6:00,337,137,200,8,0,teilweise bewölkt
11/23/2016 7:00,983,662,321,7,0,Nebel
11/23/2016 8:00,983,678,305,7,0,Nebel
11/23/2016 9:00,772,548,224,7,2,Nebel
11/23/2016 10:00,630,411,219,9,2,Klarer Himmel
11/23/2016 11:00,667,396,271,10,4,Klarer Himmel
11/23/2016 12:00,748,379,369,12,7,Klarer Himmel
11/23/2016 13:00,820,393,427,12,6,Klarer Himmel
11/23/2016 14:00,856,375,481,12,4,Klarer Himmel
11/23/2016 15:00,906,433,473,11,9,Klarer Himmel
11/23/2016 16:00,1036,460,576,9,6,Klarer Himmel
11/23/2016 17:00,1139,560,579,9,6,Klarer Himmel
11/23/2016 18:00,985,446,539,9,4,Klarer Himmel
11/23/2016 19:00,785,347,438,8,7,Klarer Himmel
11/23/2016 20:00,509,205,304,9,9,Klarer Himmel
11/23/2016 21:00,328,151,177,9,9,Klarer Himmel
11/23/2016 22:00,326,147,179,9,7,Klarer Himmel
11/23/2016 23:00,184,90,94,8,11,Klarer Himmel
11/24/2016 0:00,101,41,60,8,11,Klarer Himmel
11/24/2016 1:00,61,21,40,8,11,Klarer Himmel
11/24/2016 2:00,31,14,17,8,9,Klarer Himmel
11/24/2016 3:00,34,19,15,8,17,Klarer Himmel
11/24/2016 4:00,42,23,19,7,17,Klarer Himmel
11/24/2016 5:00,78,37,41,8,13,wolkig
11/24/2016 6:00,346,137,209,8,20,wolkig
11/24/2016 7:00,985,657,328,7,19,wolkig
11/24/2016 8:00,887,600,287,7,17,wolkig
11/24/2016 9:00,742,555,187,7,17,wolkig
11/24/2016 10:00,548,351,197,7,17,wolkig
11/24/2016 11:00,617,343,274,7,15,wolkig
11/24/2016 12:00,700,328,372,7,13,wolkig
11/24/2016 13:00,745,356,389,7,19,wolkig
11/24/2016 14:00,863,399,464,7,22,wolkig
11/24/2016 15:00,905,396,509,7,20,Klarer Himmel
11/24/2016 16:00,1149,525,624,6,17,Klarer Himmel
11/24/2016 17:00,1105,514,591,6,19,Klarer Himmel
11/24/2016 18:00,957,461,496,5,13,Klarer Himmel
11/24/2016 19:00,748,306,442,5,11,Klarer Himmel
11/24/2016 20:00,465,174,291,5,13,teilweise bewölkt
11/24/2016 21:00,367,146,221,4,15,Klarer Himmel
11/24/2016 22:00,292,139,153,4,9,Klarer Himmel
11/24/2016 23:00,198,101,97,3,17,Klarer Himmel
11/25/2016 0:00,148,92,56,3,11,Klarer Himmel
11/25/2016 1:00,74,36,38,2,7,Klarer Himmel
11/25/2016 2:00,47,6,41,2,9,Klarer Himmel
11/25/2016 3:00,33,8,25,1,9,teilweise bewölkt
11/25/2016 4:00,24,9,15,1,13,teilweise bewölkt
11/25/2016 5:00,72,36,36,1,11,
11/25/2016 6:00,279,123,156,1,11,Klarer Himmel
11/25/2016 7:00,873,596,277,2,6,Klarer Himmel
11/25/2016 8:00,786,547,239,2,9,Klarer Himmel
11/25/2016 9:00,659,445,214,3,13,Klarer Himmel
11/25/2016 10:00,587,363,224,4,13,Klarer Himmel
11/25/2016 11:00,642,366,276,6,11,Klarer Himmel
11/25/2016 12:00,801,413,388,7,13,Klarer Himmel
11/25/2016 13:00,924,410,514,6,17,Klarer Himmel
11/25/2016 14:00,923,440,483,6,15,Klarer Himmel
11/25/2016 15:00,978,448,530,4,11,Klarer Himmel
11/25/2016 16:00,848,385,463,2,11,Klarer Himmel
11/25/2016 17:00,908,412,496,1,7,Klarer Himmel
11/25/2016 18:00,771,365,406,1,6,Klarer Himmel
11/25/2016 19:00,610,278,332,0,11,Klarer Himmel
11/25/2016 20:00,432,173,259,0,6,
11/25/2016 21:00,328,137,191,0,6,
11/25/2016 22:00,277,147,130,-1,7,
11/25/2016 23:00,222,101,121,0,6,
11/26/2016 0:00,197,103,94,-1,2,
11/26/2016 1:00,125,59,66,-2,4,Nebel
11/26/2016 2:00,112,54,58,-2,2,
11/26/2016 3:00,76,31,45,-3,6,Nebel
11/26/2016 4:00,43,25,18,-3,6,Nebel
11/26/2016 5:00,58,29,29,-3,4,Nebel
11/26/2016 6:00,58,25,33,-4,0,Nebel
11/26/2016 7:00,122,72,50,-3,2,Nebel
11/26/2016 8:00,214,117,97,-3,4,Nebel
11/26/2016 9:00,399,293,106,-3,2,Nebel
11/26/2016 10:00,522,344,178,-1,2,wolkig
11/26/2016 11:00,623,373,250,-1,9,Nebel
11/26/2016 12:00,703,400,303,-1,4,Nebel
11/26/2016 13:00,716,332,384,-1,6,Nebel
11/26/2016 14:00,620,259,361,-1,6,Nebel
11/26/2016 15:00,613,287,326,-1,6,Nebel
11/26/2016 16:00,517,246,271,-1,4,Nebel
11/26/2016 17:00,525,242,283,-1,2,Nebel
11/26/2016 18:00,535,206,329,-2,4,Nebel
11/26/2016 19:00,468,184,284,-2,4,Nebel
11/26/2016 20:00,365,141,224,-2,4,Nebel
11/26/2016 21:00,291,109,182,-1,0,wolkig
11/26/2016 22:00,183,101,82,-1,4,wolkig
11/26/2016 23:00,217,139,78,-1,4,wolkig
11/27/2016 0:00,175,80,95,0,2,Regen
11/27/2016 1:00,182,94,88,0,2,wolkig
11/27/2016 2:00,89,44,45,0,0,Regen
11/27/2016 3:00,67,32,35,1,0,wolkig
11/27/2016 4:00,59,42,17,1,4,wolkig
11/27/2016 5:00,39,29,10,2,0,Nebel
11/27/2016 6:00,48,31,17,2,4,wolkig
11/27/2016 7:00,54,30,24,4,7,wolkig
11/27/2016 8:00,64,29,35,4,9,wolkig
11/27/2016 9:00,128,68,60,5,11,wolkig
11/27/2016 10:00,241,139,102,6,9,wolkig
11/27/2016 11:00,224,127,97,7,9,wolkig
11/27/2016 12:00,263,139,124,8,9,wolkig
11/27/2016 13:00,296,165,131,8,9,wolkig
11/27/2016 14:00,363,205,158,9,7,wolkig
11/27/2016 15:00,401,234,167,7,6,wolkig
11/27/2016 16:00,378,205,173,4,0,Nebel
11/27/2016 17:00,395,227,168,3,0,Nebel
11/27/2016 18:00,361,205,156,1,0,Nebel
11/27/2016 19:00,373,202,171,0,0,Nebel
11/27/2016 20:00,248,131,117,-1,6,Nebel
11/27/2016 21:00,188,117,71,0,11,Klarer Himmel
11/27/2016 22:00,136,83,53,1,11,Klarer Himmel
11/27/2016 23:00,85,51,34,0,6,Klarer Himmel
11/28/2016 0:00,50,28,22,-1,6,Nebel
11/28/2016 1:00,17,12,5,-2,2,Nebel
11/28/2016 2:00,5,3,2,-3,4,Nebel
11/28/2016 3:00,6,2,4,-5,7,Nebel
11/28/2016 4:00,15,7,8,-3,2,Nebel
11/28/2016 5:00,89,41,48,-5,6,Nebel
11/28/2016 6:00,316,125,191,-5,4,Nebel
11/28/2016 7:00,916,632,284,-4,2,Klarer Himmel
11/28/2016 8:00,829,563,266,-5,7,Klarer Himmel
11/28/2016 9:00,670,493,177,-1,7,Klarer Himmel
11/28/2016 10:00,591,375,216,1,11,Klarer Himmel
11/28/2016 11:00,578,335,243,2,13,Klarer Himmel
11/28/2016 12:00,650,334,316,3,13,Klarer Himmel
11/28/2016 13:00,762,401,361,3,7,teilweise bewölkt
11/28/2016 14:00,721,383,338,3,9,Klarer Himmel
11/28/2016 15:00,903,422,481,2,7,Klarer Himmel
11/28/2016 16:00,990,448,542,0,6,Klarer Himmel
11/28/2016 17:00,1048,508,540,-2,2,Klarer Himmel
11/28/2016 18:00,912,405,507,-3,2,Klarer Himmel
11/28/2016 19:00,726,294,432,-4,2,Klarer Himmel
11/28/2016 20:00,440,161,279,-4,2,Klarer Himmel
11/28/2016 21:00,279,128,151,-5,2,Nebel
11/28/2016 22:00,267,107,160,-4,6,Nebel
11/28/2016 23:00,117,50,67,-5,6,Nebel
11/29/2016 0:00,45,20,25,-5,0,Nebel
11/29/2016 1:00,38,22,16,-5,0,Nebel
11/29/2016 2:00,7,3,4,-6,2,Nebel
11/29/2016 3:00,6,2,4,-7,0,Nebel
11/29/2016 4:00,13,6,7,-7,2,Nebel
11/29/2016 5:00,77,33,44,-7,2,Nebel
11/29/2016 6:00,305,123,182,-7,0,Nebel
11/29/2016 7:00,917,631,286,-7,0,Nebel
11/29/2016 8:00,884,619,265,-7,0,
11/29/2016 9:00,680,514,166,-5,2,
11/29/2016 10:00,510,333,177,-2,2,Klarer Himmel
11/29/2016 11:00,539,325,214,0,4,Klarer Himmel
11/29/2016 12:00,656,325,331,1,4,Klarer Himmel
11/29/2016 13:00,684,327,357,1,6,Klarer Himmel
11/29/2016 14:00,771,346,425,2,4,Klarer Himmel
11/29/2016 15:00,815,370,445,0,2,Klarer Himmel
11/29/2016 16:00,957,426,531,-3,2,Nebel
11/29/2016 17:00,1054,487,567,-3,0,Nebel
11/29/2016 18:00,973,415,558,-4,6,Nebel
11/29/2016 19:00,755,300,455,-5,4,Nebel
11/29/2016 20:00,493,176,317,-6,2,Nebel
11/29/2016 21:00,343,151,192,-6,4,Nebel
11/29/2016 22:00,310,167,143,-6,6,Klarer Himmel
11/29/2016 23:00,161,78,83,-7,2,Klarer Himmel
11/30/2016 0:00,67,34,33,-7,2,Klarer Himmel
11/30/2016 1:00,25,10,15,-7,0,Klarer Himmel
11/30/2016 2:00,14,10,4,-8,7,Klarer Himmel
11/30/2016 3:00,9,3,6,-8,2,Klarer Himmel
11/30/2016 4:00,12,4,8,-7,4,Klarer Himmel
11/30/2016 5:00,73,30,43,-7,4,Klarer Himmel
11/30/2016 6:00,330,135,195,-6,2,Klarer Himmel
11/30/2016 7:00,934,628,306,-7,2,Klarer Himmel
11/30/2016 8:00,893,606,287,-7,4,Klarer Himmel
11/30/2016 9:00,734,532,202,-4,4,wolkig
11/30/2016 10:00,577,369,208,-2,7,wolkig
11/30/2016 11:00,649,392,257,0,11,wolkig
11/30/2016 12:00,632,291,341,2,13,wolkig
11/30/2016 13:00,751,367,384,2,15,wolkig
11/30/2016 14:00,753,354,399,2,19,wolkig
11/30/2016 15:00,806,373,433,2,17,wolkig
11/30/2016 16:00,888,422,466,3,19,wolkig
11/30/2016 17:00,959,467,492,3,17,wolkig
11/30/2016 18:00,951,440,511,4,17,wolkig
11/30/2016 19:00,758,328,430,3,17,wolkig
11/30/2016 20:00,480,191,289,4,17,wolkig
11/30/2016 21:00,339,131,208,4,19,wolkig
11/30/2016 22:00,297,124,173,4,15,wolkig
11/30/2016 23:00,175,67,108,4,19,wolkig
12/1/2016 0:00,112,45,67,4,17,wolkig
12/1/2016 1:00,53,23,30,4,17,wolkig
12/1/2016 2:00,29,9,20,4,22,wolkig
12/1/2016 3:00,11,3,8,4,20,wolkig
12/1/2016 4:00,22,9,13,4,17,wolkig
12/1/2016 5:00,77,35,42,4,17,wolkig
12/1/2016 6:00,329,137,192,4,19,wolkig
12/1/2016 7:00,936,626,310,5,20,wolkig
12/1/2016 8:00,832,567,265,5,20,wolkig
12/1/2016 9:00,679,493,186,5,20,wolkig
12/1/2016 10:00,546,348,198,5,20,wolkig
12/1/2016 11:00,552,332,220,6,24,wolkig
12/1/2016 12:00,611,290,321,6,26,wolkig
12/1/2016 13:00,700,358,342,6,28,wolkig
12/1/2016 14:00,755,372,383,7,24,wolkig
12/1/2016 15:00,849,386,463,7,22,wolkig
12/1/2016 16:00,929,416,513,7,22,wolkig
12/1/2016 17:00,1042,482,560,7,22,wolkig
12/1/2016 18:00,937,451,486,8,24,wolkig
12/1/2016 19:00,670,301,369,8,24,wolkig
12/1/2016 20:00,518,206,312,8,28,wolkig
12/1/2016 21:00,334,123,211,8,20,wolkig
12/1/2016 22:00,291,124,167,8,19,wolkig
12/1/2016 23:00,156,62,94,9,22,wolkig
12/2/2016 0:00,105,50,55,8,19,wolkig
12/2/2016 1:00,47,16,31,8,19,Regen
12/2/2016 2:00,20,2,18,8,20,Regen
12/2/2016 3:00,11,2,9,8,19,Regen
12/2/2016 4:00,20,9,11,7,17,wolkig
12/2/2016 5:00,65,24,41,8,17,Regen
12/2/2016 6:00,296,128,168,8,17,Regen
12/2/2016 7:00,808,546,262,7,9,wolkig
12/2/2016 8:00,772,529,243,8,9,wolkig
12/2/2016 9:00,628,442,186,7,11,teilweise bewölkt
12/2/2016 10:00,559,350,209,8,9,teilweise bewölkt
12/2/2016 11:00,587,333,254,8,11,teilweise bewölkt
12/2/2016 12:00,764,369,395,8,15,teilweise bewölkt
12/2/2016 13:00,932,429,503,8,13,teilweise bewölkt
12/2/2016 14:00,897,409,488,7,13,teilweise bewölkt
12/2/2016 15:00,847,396,451,7,11,Klarer Himmel
12/2/2016 16:00,780,359,421,4,2,Klarer Himmel
12/2/2016 17:00,842,404,438,2,0,Klarer Himmel
12/2/2016 18:00,771,355,416,1,0,Klarer Himmel
12/2/2016 19:00,620,295,325,0,0,Nebel
12/2/2016 20:00,446,199,247,-1,0,Nebel
12/2/2016 21:00,354,147,207,-2,0,Nebel
12/2/2016 22:00,299,147,152,-2,0,Nebel
12/2/2016 23:00,281,126,155,-3,0,Nebel
12/3/2016 0:00,222,103,119,-2,2,Nebel
12/3/2016 1:00,162,60,102,-3,2,Nebel
12/3/2016 2:00,108,49,59,-3,2,
12/3/2016 3:00,86,36,50,-2,4,wolkig
12/3/2016 4:00,71,37,34,-3,0,wolkig
12/3/2016 5:00,61,36,25,-3,4,Nebel
12/3/2016 6:00,73,42,31,-3,2,Nebel
12/3/2016 7:00,110,63,47,-2,4,Nebel
12/3/2016 8:00,231,129,102,-2,2,wolkig
12/3/2016 9:00,408,271,137,-1,4,wolkig
12/3/2016 10:00,496,342,154,0,6,wolkig
12/3/2016 11:00,583,353,230,0,4,wolkig
12/3/2016 12:00,622,347,275,1,4,wolkig
12/3/2016 13:00,668,341,327,2,2,teilweise bewölkt
12/3/2016 14:00,714,321,393,3,4,teilweise bewölkt
12/3/2016 15:00,636,319,317,2,4,teilweise bewölkt
12/3/2016 16:00,609,286,323,0,2,Nebel
12/3/2016 17:00,556,227,329,-2,0,Nebel
12/3/2016 18:00,550,239,311,-2,0,Nebel
12/3/2016 19:00,476,220,256,-3,0,Nebel
12/3/2016 20:00,349,149,200,-3,0,Nebel
12/3/2016 21:00,271,126,145,-4,4,Nebel
